S/K,Maturity,Volatility,Rate,Labels
0.9991045708200035,0.6316481940923442,0.3955567326701899,0.09835388675422042,104.07333990618775
0.9971678306518585,0.9404734493188218,0.5973250464465041,0.047109902598192116,165.9781282072351
1.002965648075314,0.8665838602606846,0.27127104521902656,0.035701892080140366,79.3215933515853
0.9996438192693355,0.30242461135492893,0.463530710024504,0.05593445663979589,74.12328016953387
1.0005658675404496,0.4904446691291728,0.8557258813038399,0.03872422025651728,165.3908701923346
0.9967622379804947,0.47413943620238247,0.6465565556918687,0.02622263855543129,122.13483275937898
1.0010522322777264,0.8692414651293121,0.09947404736579366,0.059010264373745874,45.68663749543413
1.0000567317238862,1.0657210316167145,0.24314285952235962,0.04976340200602587,85.09504783081525
0.9984977466847011,0.7587823211088691,0.5732212110136289,0.07033959624201891,148.72417517955182
1.0023585214098834,0.6217623433113271,0.06899228792189964,0.04634215025283801,27.35380785264158
0.9973469879117228,0.8437729648763637,0.7129630433006904,0.06192734180145901,187.11946269265212
1.001569417484762,0.43454961565045147,0.6586328067985879,0.09882509276525002,129.77185676285836
0.9979854764744778,0.2592539841831314,0.9776604205936386,0.022905701134507305,134.3166510264735
1.0008026453021133,1.0215304709706705,0.5130739471286565,0.08583231861149182,164.0836657769882
0.9977954826951697,0.7348064266451446,0.9683049408611534,0.03395701083350464,223.86279956025928
0.9960910713051386,0.4388194057850775,0.3551384125316712,0.044942337556973216,68.50833799148558
0.998284394980066,0.6879420458597213,0.8329271597494078,0.028593465557083527,188.27730215490809
1.0008224027783705,0.3685182151580675,0.5315080319377519,0.08965636778904901,97.37289713843205
0.9992983157480352,0.8153486495085731,0.18932162991868523,0.09751065116743592,74.9674072690982
0.9985018566424477,0.82128464858617,0.5581360400165584,0.09635188346074548,157.42797767634795
0.9990514416746146,0.6036259647458733,0.2162924364247002,0.05936257538527202,57.31283108918973
1.00161682251248,1.0346604171516478,0.07336224986550469,0.07559102071468136,55.71368074244958
1.0008154183276678,0.22817900461965873,0.4000772966237225,0.029840943364172194,54.166828477900594
0.9979193068046416,0.25003531851227584,0.17499238366698483,0.0923080934454969,31.260566528850234
0.9999563210673516,0.4283641092838464,0.30004994162615817,0.046009265091037616,59.497441454710724
0.9977204837096485,1.0242450514558183,0.9398419410611677,0.08080431052455007,265.8837871430528
0.9970781931613,1.055314077662673,0.9378759086442733,0.04893616772507678,261.3896892252063
0.9988471235755368,0.9465719356566373,0.6579265360470359,0.07044316296190113,187.6044911984527
0.9993005422040322,0.7475516098955513,0.23469515413728806,0.09987902999805506,80.67556425999095
0.9940370635973766,0.22935987538816766,0.22828388166859148,0.039061391579983715,30.515628326489605
0.9992392519801379,0.4974925147037559,0.173448085529891,0.08747883311457505,48.625986076372726
1.0000830157828062,0.9776473528803962,0.2339830533900901,0.020987033736445095,69.10095823843017
0.9998125468194423,0.8287771995969133,0.3381637406736606,0.091626122909619,107.04299723214126
1.0039730093133161,1.022866549482421,0.036908907467128715,0.06729463045417011,48.18264178776917
1.0001002359962834,0.9226958107895107,0.31761119282780614,0.06425286265904541,101.17874982504992
1.0018897677182788,0.9343899523261341,0.24206095861113186,0.09548895833046617,94.74571307634545
0.9978578262152205,0.5124957448738188,0.4238731966895711,0.09653433042380846,96.53108998510601
0.9990553517396351,0.8442112339646706,0.9178909106633176,0.048776544425747664,231.2488153541993
0.997923318057074,0.5261403229150908,0.48049852502974877,0.046369010642772296,100.54838565531787
1.00137102222563,0.24720657531952814,0.8823835942848134,0.06390233516688947,123.15197704634454
0.9961988351261297,0.8582426507510268,0.01736157724177438,0.08566912724603443,45.66395262752815
0.9972474657007374,0.7529637577585031,0.6358663528723166,0.09978618007485317,167.24876279091836
1.0000408279656814,0.7568032289000339,0.47055157667400865,0.0972572006908976,132.19905014749662
0.9976967816855958,0.7519739908213341,0.20163246531521908,0.02128520373313024,51.826372135186375
1.0000900287486088,0.4457755766356174,0.6426546274023547,0.055534181024686075,122.80289318500928
0.9991194822952547,1.0087005570441387,0.33899568850418466,0.07406744756571351,114.6248198601159
0.9989466785483816,0.7674867859419316,0.4404804840613904,0.06216013021225583,117.66946970834357
